,Unnamed: 0,coco_url,crop_area,crop_type,obj_id,true_bbox,true_class,pred,pred_bbox,pred_class
613,613,http://images.cocodataset.org/val2017/000000186980.jpg,"[218, 161, 224, 224]",bot_L,1704075.0,"[0, 205, 31, 19]",50.0,,,
614,614,http://images.cocodataset.org/val2017/000000186980.jpg,"[25, 161, 224, 224]",bot_R,1704075.0,"[193, 205, 31, 19]",50.0,,,
615,615,http://images.cocodataset.org/val2017/000000492878.jpg,"[154, 134, 224, 224]",centr,1704075.0,"[89, 65, 47, 94]",50.0,64.22581672668457,"[95, 76, 39, 64]",toothbrush
616,616,http://images.cocodataset.org/val2017/000000492878.jpg,"[243, 199, 224, 224]",top_L,1704075.0,"[0, 0, 47, 94]",50.0,,,
617,617,http://images.cocodataset.org/val2017/000000492878.jpg,"[66, 199, 224, 224]",top_R,1704075.0,"[177, 0, 47, 94]",50.0,92.3047125339508,"[180, 12, 41, 71]",toothbrush
618,618,http://images.cocodataset.org/val2017/000000492878.jpg,"[243, 69, 224, 224]",bot_L,1704075.0,"[0, 130, 47, 94]",50.0,,,
619,619,http://images.cocodataset.org/val2017/000000492878.jpg,"[66, 69, 224, 224]",bot_R,1704075.0,"[177, 130, 47, 94]",50.0,,,
620,620,http://images.cocodataset.org/val2017/000000575970.jpg,"[250, 156, 224, 224]",centr,1704075.0,"[88, 98, 47, 29]",51.0,96.95137143135071,"[89, 102, 44, 25]",bowl
621,621,http://images.cocodataset.org/val2017/000000575970.jpg,"[338, 254, 224, 224]",top_L,1704075.0,"[0, 0, 47, 29]",51.0,87.31985688209534,"[2, 2, 42, 27]",bowl
622,622,http://images.cocodataset.org/val2017/000000575970.jpg,"[161, 254, 224, 224]",top_R,1704075.0,"[177, 0, 47, 29]",51.0,95.12320756912231,"[178, 2, 43, 27]",bowl
623,623,http://images.cocodataset.org/val2017/000000575970.jpg,"[338, 59, 224, 224]",bot_L,1704075.0,"[0, 195, 47, 29]",51.0,92.69720911979675,"[4, 199, 40, 24]",bowl
624,624,http://images.cocodataset.org/val2017/000000575970.jpg,"[161, 59, 224, 224]",bot_R,1704075.0,"[177, 195, 47, 29]",51.0,93.92330646514893,"[180, 200, 40, 22]",bowl
625,625,http://images.cocodataset.org/val2017/000000407614.jpg,"[268, 96, 224, 224]",centr,1704075.0,"[88, 94, 49, 35]",78.0,91.13712310791016,"[85, 91, 57, 36]",microwave
626,626,http://images.cocodataset.org/val2017/000000407614.jpg,"[356, 190, 224, 224]",top_L,1704075.0,"[0, 0, 49, 35]",78.0,63.637953996658325,"[0, 2, 47, 32]",microwave
627,627,http://images.cocodataset.org/val2017/000000407614.jpg,"[181, 190, 224, 224]",top_R,1704075.0,"[175, 0, 49, 35]",78.0,80.15485405921936,"[175, 2, 47, 32]",microwave
628,628,http://images.cocodataset.org/val2017/000000407614.jpg,"[356, 1, 224, 224]",bot_L,1704075.0,"[0, 189, 49, 35]",78.0,,,
629,629,http://images.cocodataset.org/val2017/000000407614.jpg,"[181, 1, 224, 224]",bot_R,1704075.0,"[175, 189, 49, 35]",78.0,86.41546368598938,"[177, 188, 44, 34]",microwave
630,630,http://images.cocodataset.org/val2017/000000007574.jpg,"[222, 79, 224, 224]",centr,1704075.0,"[82, 67, 59, 90]",78.0,91.53193831443787,"[80, 74, 62, 72]",microwave
631,631,http://images.cocodataset.org/val2017/000000007574.jpg,"[304, 146, 224, 224]",top_L,1704075.0,"[0, 0, 59, 90]",78.0,,,
632,632,http://images.cocodataset.org/val2017/000000007574.jpg,"[139, 146, 224, 224]",top_R,1704075.0,"[165, 0, 59, 90]",78.0,,,
633,633,http://images.cocodataset.org/val2017/000000007574.jpg,"[304, 12, 224, 224]",bot_L,1704075.0,"[0, 134, 59, 90]",78.0,97.57440686225891,"[5, 131, 65, 92]",microwave
634,634,http://images.cocodataset.org/val2017/000000007574.jpg,"[139, 12, 224, 224]",bot_R,1704075.0,"[165, 134, 59, 90]",78.0,98.44434261322021,"[162, 131, 63, 91]",microwave
635,635,http://images.cocodataset.org/val2017/000000103585.jpg,"[112, 220, 224, 224]",centr,1704075.0,"[81, 102, 63, 19]",81.0,77.74466872215271,"[79, 103, 67, 18]",sink
636,636,http://images.cocodataset.org/val2017/000000103585.jpg,"[193, 322, 224, 224]",top_L,1704075.0,"[0, 0, 63, 19]",81.0,,,
637,637,http://images.cocodataset.org/val2017/000000103585.jpg,"[32, 322, 224, 224]",top_R,1704075.0,"[161, 0, 63, 19]",81.0,,,
638,638,http://images.cocodataset.org/val2017/000000103585.jpg,"[193, 117, 224, 224]",bot_L,1704075.0,"[0, 205, 63, 19]",81.0,,,
639,639,http://images.cocodataset.org/val2017/000000103585.jpg,"[32, 117, 224, 224]",bot_R,1704075.0,"[161, 205, 63, 19]",81.0,72.04151749610901,"[158, 204, 66, 18]",sink
640,640,http://images.cocodataset.org/val2017/000000009772.jpg,"[103, 276, 224, 224]",centr,1704075.0,"[71, 104, 82, 16]",81.0,,,
641,641,http://images.cocodataset.org/val2017/000000009772.jpg,"[174, 380, 224, 224]",top_L,1704075.0,"[0, 0, 82, 16]",81.0,,,
642,642,http://images.cocodataset.org/val2017/000000009772.jpg,"[32, 380, 224, 224]",top_R,1704075.0,"[142, 0, 82, 16]",81.0,,,
643,643,http://images.cocodataset.org/val2017/000000009772.jpg,"[174, 172, 224, 224]",bot_L,1704075.0,"[0, 208, 82, 16]",81.0,,,
644,644,http://images.cocodataset.org/val2017/000000009772.jpg,"[32, 172, 224, 224]",bot_R,1704075.0,"[142, 208, 82, 16]",81.0,66.68263673782349,"[140, 205, 76, 16]",sink
645,645,http://images.cocodataset.org/val2017/000000074058.jpg,"[190, 100, 224, 224]",centr,1704075.0,"[97, 98, 30, 29]",1.0,,,
646,646,http://images.cocodataset.org/val2017/000000074058.jpg,"[287, 198, 224, 224]",top_L,1704075.0,"[0, 0, 30, 29]",1.0,,,
647,647,http://images.cocodataset.org/val2017/000000074058.jpg,"[93, 198, 224, 224]",top_R,1704075.0,"[194, 0, 30, 29]",1.0,,,
648,648,http://images.cocodataset.org/val2017/000000074058.jpg,"[287, 3, 224, 224]",bot_L,1704075.0,"[0, 195, 30, 29]",1.0,,,
649,649,http://images.cocodataset.org/val2017/000000074058.jpg,"[93, 3, 224, 224]",bot_R,1704075.0,"[194, 195, 30, 29]",1.0,,,
650,650,http://images.cocodataset.org/val2017/000000183709.jpg,"[112, 139, 224, 224]",centr,1704075.0,"[103, 85, 17, 54]",1.0,99.38984513282776,"[101, 86, 18, 53]",person
651,651,http://images.cocodataset.org/val2017/000000183709.jpg,"[215, 224, 224, 224]",top_L,1704075.0,"[0, 0, 17, 54]",1.0,98.24280142784119,"[0, 2, 17, 50]",person
652,652,http://images.cocodataset.org/val2017/000000183709.jpg,"[8, 224, 224, 224]",top_R,1704075.0,"[207, 0, 17, 54]",1.0,99.33804273605347,"[205, 0, 17, 53]",person
653,653,http://images.cocodataset.org/val2017/000000183709.jpg,"[215, 54, 224, 224]",bot_L,1704075.0,"[0, 170, 17, 54]",1.0,98.9738941192627,"[0, 170, 17, 52]",person
654,654,http://images.cocodataset.org/val2017/000000183709.jpg,"[8, 54, 224, 224]",bot_R,1704075.0,"[207, 170, 17, 54]",1.0,99.16173815727234,"[205, 169, 17, 53]",person
655,655,http://images.cocodataset.org/val2017/000000350122.jpg,"[207, 177, 224, 224]",centr,1704075.0,"[91, 58, 42, 108]",1.0,,,
656,656,http://images.cocodataset.org/val2017/000000350122.jpg,"[298, 235, 224, 224]",top_L,1704075.0,"[0, 0, 42, 108]",1.0,,,
657,657,http://images.cocodataset.org/val2017/000000350122.jpg,"[116, 235, 224, 224]",top_R,1704075.0,"[182, 0, 42, 108]",1.0,,,
658,658,http://images.cocodataset.org/val2017/000000350122.jpg,"[298, 119, 224, 224]",bot_L,1704075.0,"[0, 116, 42, 108]",1.0,,,
659,659,http://images.cocodataset.org/val2017/000000350122.jpg,"[116, 119, 224, 224]",bot_R,1704075.0,"[182, 116, 42, 108]",1.0,77.9325544834137,"[187, 116, 35, 102]",person
660,660,http://images.cocodataset.org/val2017/000000350122.jpg,"[270, 142, 224, 224]",centr,1704075.0,"[98, 91, 29, 42]",1.0,87.21620440483093,"[99, 91, 28, 49]",person
661,661,http://images.cocodataset.org/val2017/000000350122.jpg,"[368, 233, 224, 224]",top_L,1704075.0,"[0, 0, 29, 42]",1.0,92.60318875312805,"[1, 2, 27, 44]",person
662,662,http://images.cocodataset.org/val2017/000000350122.jpg,"[173, 233, 224, 224]",top_R,1704075.0,"[195, 0, 29, 42]",1.0,84.53720211982727,"[196, 1, 26, 45]",person
663,663,http://images.cocodataset.org/val2017/000000350122.jpg,"[368, 51, 224, 224]",bot_L,1704075.0,"[0, 182, 29, 42]",1.0,94.40228343009949,"[2, 184, 23, 36]",person
664,664,http://images.cocodataset.org/val2017/000000350122.jpg,"[173, 51, 224, 224]",bot_R,1704075.0,"[195, 182, 29, 42]",1.0,97.85969853401184,"[194, 181, 28, 43]",person
665,665,http://images.cocodataset.org/val2017/000000350122.jpg,"[292, 147, 224, 224]",centr,1704075.0,"[104, 96, 17, 32]",1.0,78.36155295372009,"[105, 96, 16, 29]",person
666,666,http://images.cocodataset.org/val2017/000000350122.jpg,"[396, 243, 224, 224]",top_L,1704075.0,"[0, 0, 17, 32]",1.0,81.40395283699036,"[1, 1, 17, 29]",person
667,667,http://images.cocodataset.org/val2017/000000350122.jpg,"[189, 243, 224, 224]",top_R,1704075.0,"[207, 0, 17, 32]",1.0,83.89338850975037,"[205, 2, 18, 27]",person
668,668,http://images.cocodataset.org/val2017/000000350122.jpg,"[396, 51, 224, 224]",bot_L,1704075.0,"[0, 192, 17, 32]",1.0,91.13967418670654,"[0, 193, 18, 29]",person
669,669,http://images.cocodataset.org/val2017/000000350122.jpg,"[189, 51, 224, 224]",bot_R,1704075.0,"[207, 192, 17, 32]",1.0,85.90022325515747,"[203, 193, 20, 29]",person
670,670,http://images.cocodataset.org/val2017/000000445834.jpg,"[279, 69, 224, 224]",centr,1704075.0,"[78, 66, 68, 92]",1.0,99.34303760528564,"[76, 67, 67, 87]",person
671,671,http://images.cocodataset.org/val2017/000000445834.jpg,"[357, 135, 224, 224]",top_L,1704075.0,"[0, 0, 68, 92]",1.0,97.83326387405396,"[0, 3, 63, 87]",person
672,672,http://images.cocodataset.org/val2017/000000445834.jpg,"[201, 135, 224, 224]",top_R,1704075.0,"[156, 0, 68, 92]",1.0,98.82164001464844,"[153, 4, 66, 84]",person
673,673,http://images.cocodataset.org/val2017/000000445834.jpg,"[357, 3, 224, 224]",bot_L,1704075.0,"[0, 132, 68, 92]",1.0,90.8979058265686,"[2, 129, 60, 92]",person
674,674,http://images.cocodataset.org/val2017/000000445834.jpg,"[201, 3, 224, 224]",bot_R,1704075.0,"[156, 132, 68, 92]",1.0,93.94602179527283,"[153, 129, 66, 93]",person
675,675,http://images.cocodataset.org/val2017/000000349184.jpg,"[104, 102, 224, 224]",centr,1704075.0,"[100, 94, 25, 36]",1.0,97.76101112365723,"[99, 91, 27, 39]",person
676,676,http://images.cocodataset.org/val2017/000000349184.jpg,"[204, 196, 224, 224]",top_L,1704075.0,"[0, 0, 25, 36]",1.0,91.77703857421875,"[0, 0, 27, 36]",person
677,677,http://images.cocodataset.org/val2017/000000349184.jpg,"[5, 196, 224, 224]",top_R,1704075.0,"[199, 0, 25, 36]",1.0,96.01254463195801,"[199, 0, 24, 36]",person
678,678,http://images.cocodataset.org/val2017/000000349184.jpg,"[204, 8, 224, 224]",bot_L,1704075.0,"[0, 188, 25, 36]",1.0,98.3500599861145,"[0, 186, 27, 36]",person
679,679,http://images.cocodataset.org/val2017/000000349184.jpg,"[5, 8, 224, 224]",bot_R,1704075.0,"[199, 188, 25, 36]",1.0,97.9146659374237,"[198, 187, 25, 35]",person
680,680,http://images.cocodataset.org/val2017/000000087038.jpg,"[134, 130, 224, 224]",centr,1704075.0,"[106, 95, 11, 33]",1.0,94.54672932624817,"[105, 97, 10, 32]",person
681,681,http://images.cocodataset.org/val2017/000000087038.jpg,"[240, 225, 224, 224]",top_L,1704075.0,"[0, 0, 11, 33]",1.0,64.8136854171753,"[0, 1, 9, 34]",person
682,682,http://images.cocodataset.org/val2017/000000087038.jpg,"[27, 225, 224, 224]",top_R,1704075.0,"[213, 0, 11, 33]",1.0,83.43145251274109,"[212, 2, 11, 32]",person
683,683,http://images.cocodataset.org/val2017/000000087038.jpg,"[240, 34, 224, 224]",bot_L,1704075.0,"[0, 191, 11, 33]",1.0,91.94955229759216,"[0, 188, 11, 34]",person
684,684,http://images.cocodataset.org/val2017/000000087038.jpg,"[27, 34, 224, 224]",bot_R,1704075.0,"[213, 191, 11, 33]",1.0,85.7850432395935,"[211, 192, 12, 30]",person
685,685,http://images.cocodataset.org/val2017/000000294350.jpg,"[232, 118, 224, 224]",centr,1704075.0,"[91, 72, 43, 79]",1.0,98.28134775161743,"[86, 63, 45, 89]",person
686,686,http://images.cocodataset.org/val2017/000000294350.jpg,"[323, 190, 224, 224]",top_L,1704075.0,"[0, 0, 43, 79]",1.0,99.01558756828308,"[0, -4, 40, 100]",person
687,687,http://images.cocodataset.org/val2017/000000294350.jpg,"[142, 190, 224, 224]",top_R,1704075.0,"[181, 0, 43, 79]",1.0,78.19868922233582,"[179, 0, 42, 79]",person
688,688,http://images.cocodataset.org/val2017/000000294350.jpg,"[323, 45, 224, 224]",bot_L,1704075.0,"[0, 145, 43, 79]",1.0,99.62314963340759,"[0, 136, 42, 85]",person
689,689,http://images.cocodataset.org/val2017/000000294350.jpg,"[142, 45, 224, 224]",bot_R,1704075.0,"[181, 145, 43, 79]",1.0,98.21566343307495,"[180, 136, 41, 84]",person
690,690,http://images.cocodataset.org/val2017/000000570834.jpg,"[197, 132, 224, 224]",centr,1704075.0,"[100, 88, 24, 48]",2.0,,,
691,691,http://images.cocodataset.org/val2017/000000570834.jpg,"[297, 220, 224, 224]",top_L,1704075.0,"[0, 0, 24, 48]",2.0,,,
692,692,http://images.cocodataset.org/val2017/000000570834.jpg,"[97, 220, 224, 224]",top_R,1704075.0,"[200, 0, 24, 48]",2.0,,,
693,693,http://images.cocodataset.org/val2017/000000570834.jpg,"[297, 44, 224, 224]",bot_L,1704075.0,"[0, 176, 24, 48]",2.0,,,
694,694,http://images.cocodataset.org/val2017/000000570834.jpg,"[97, 44, 224, 224]",bot_R,1704075.0,"[200, 176, 24, 48]",2.0,,,
695,695,http://images.cocodataset.org/val2017/000000350122.jpg,"[242, 152, 224, 224]",centr,1704075.0,"[101, 96, 21, 32]",27.0,61.87626123428345,"[102, 97, 22, 33]",backpack
696,696,http://images.cocodataset.org/val2017/000000350122.jpg,"[343, 248, 224, 224]",top_L,1704075.0,"[0, 0, 21, 32]",27.0,,,
697,697,http://images.cocodataset.org/val2017/000000350122.jpg,"[140, 248, 224, 224]",top_R,1704075.0,"[203, 0, 21, 32]",27.0,,,
698,698,http://images.cocodataset.org/val2017/000000350122.jpg,"[343, 56, 224, 224]",bot_L,1704075.0,"[0, 192, 21, 32]",27.0,,,
699,699,http://images.cocodataset.org/val2017/000000350122.jpg,"[140, 56, 224, 224]",bot_R,1704075.0,"[203, 192, 21, 32]",27.0,72.9113221168518,"[203, 194, 21, 28]",backpack
700,700,http://images.cocodataset.org/val2017/000000445658.jpg,"[216, 97, 224, 224]",centr,1704075.0,"[103, 97, 18, 30]",44.0,,,
701,701,http://images.cocodataset.org/val2017/000000445658.jpg,"[319, 194, 224, 224]",top_L,1704075.0,"[0, 0, 18, 30]",44.0,,,
702,702,http://images.cocodataset.org/val2017/000000445658.jpg,"[113, 194, 224, 224]",top_R,1704075.0,"[206, 0, 18, 30]",44.0,72.94865250587463,"[205, 0, 15, 28]",bottle
703,703,http://images.cocodataset.org/val2017/000000445658.jpg,"[319, 0, 224, 224]",bot_L,1704075.0,"[0, 194, 18, 30]",44.0,,,
704,704,http://images.cocodataset.org/val2017/000000445658.jpg,"[113, 0, 224, 224]",bot_R,1704075.0,"[206, 194, 18, 30]",44.0,,,
705,705,http://images.cocodataset.org/val2017/000000030213.jpg,"[184, 97, 224, 224]",centr,1704075.0,"[97, 84, 31, 56]",44.0,,,
706,706,http://images.cocodataset.org/val2017/000000030213.jpg,"[281, 181, 224, 224]",top_L,1704075.0,"[0, 0, 31, 56]",44.0,72.95110821723938,"[1, 1, 29, 45]",bottle
707,707,http://images.cocodataset.org/val2017/000000030213.jpg,"[88, 181, 224, 224]",top_R,1704075.0,"[193, 0, 31, 56]",44.0,,,
708,708,http://images.cocodataset.org/val2017/000000030213.jpg,"[281, 13, 224, 224]",bot_L,1704075.0,"[0, 168, 31, 56]",44.0,,,
709,709,http://images.cocodataset.org/val2017/000000030213.jpg,"[88, 13, 224, 224]",bot_R,1704075.0,"[193, 168, 31, 56]",44.0,,,
710,710,http://images.cocodataset.org/val2017/000000465129.jpg,"[186, 120, 224, 224]",centr,1704075.0,"[98, 97, 29, 30]",47.0,,,
711,711,http://images.cocodataset.org/val2017/000000465129.jpg,"[284, 217, 224, 224]",top_L,1704075.0,"[0, 0, 29, 30]",47.0,,,
712,712,http://images.cocodataset.org/val2017/000000465129.jpg,"[89, 217, 224, 224]",top_R,1704075.0,"[195, 0, 29, 30]",47.0,,,
713,713,http://images.cocodataset.org/val2017/000000465129.jpg,"[284, 23, 224, 224]",bot_L,1704075.0,"[0, 194, 29, 30]",47.0,,,
714,714,http://images.cocodataset.org/val2017/000000465129.jpg,"[89, 23, 224, 224]",bot_R,1704075.0,"[195, 194, 29, 30]",47.0,,,
715,715,http://images.cocodataset.org/val2017/000000144798.jpg,"[94, 116, 224, 224]",centr,1704075.0,"[88, 73, 49, 77]",47.0,91.16570949554443,"[85, 76, 55, 73]",cup
716,716,http://images.cocodataset.org/val2017/000000144798.jpg,"[182, 189, 224, 224]",top_L,1704075.0,"[0, 0, 49, 77]",47.0,93.39677095413208,"[0, 0, 48, 77]",cup
717,717,http://images.cocodataset.org/val2017/000000144798.jpg,"[7, 189, 224, 224]",top_R,1704075.0,"[175, 0, 49, 77]",47.0,83.2983911037445,"[173, 2, 51, 75]",cup
718,718,http://images.cocodataset.org/val2017/000000144798.jpg,"[182, 42, 224, 224]",bot_L,1704075.0,"[0, 147, 49, 77]",47.0,88.57131600379944,"[0, 143, 48, 80]",cup
719,719,http://images.cocodataset.org/val2017/000000144798.jpg,"[7, 42, 224, 224]",bot_R,1704075.0,"[175, 147, 49, 77]",47.0,97.48318195343018,"[174, 144, 49, 79]",cup
720,720,http://images.cocodataset.org/val2017/000000239627.jpg,"[334, 114, 224, 224]",centr,1704075.0,"[79, 79, 66, 66]",47.0,,,
721,721,http://images.cocodataset.org/val2017/000000239627.jpg,"[413, 193, 224, 224]",top_L,1704075.0,"[0, 0, 66, 66]",47.0,,,
722,722,http://images.cocodataset.org/val2017/000000239627.jpg,"[255, 193, 224, 224]",top_R,1704075.0,"[158, 0, 66, 66]",47.0,,,
723,723,http://images.cocodataset.org/val2017/000000239627.jpg,"[413, 35, 224, 224]",bot_L,1704075.0,"[0, 158, 66, 66]",47.0,,,
724,724,http://images.cocodataset.org/val2017/000000239627.jpg,"[255, 35, 224, 224]",bot_R,1704075.0,"[158, 158, 66, 66]",47.0,,,
725,725,http://images.cocodataset.org/val2017/000000068833.jpg,"[212, 126, 224, 224]",centr,1704075.0,"[102, 102, 21, 19]",51.0,,,
726,726,http://images.cocodataset.org/val2017/000000068833.jpg,"[314, 228, 224, 224]",top_L,1704075.0,"[0, 0, 21, 19]",51.0,,,
727,727,http://images.cocodataset.org/val2017/000000068833.jpg,"[111, 228, 224, 224]",top_R,1704075.0,"[203, 0, 21, 19]",51.0,,,
728,728,http://images.cocodataset.org/val2017/000000068833.jpg,"[314, 23, 224, 224]",bot_L,1704075.0,"[0, 205, 21, 19]",51.0,,,
729,729,http://images.cocodataset.org/val2017/000000068833.jpg,"[111, 23, 224, 224]",bot_R,1704075.0,"[203, 205, 21, 19]",51.0,,,
730,730,http://images.cocodataset.org/val2017/000000139099.jpg,"[114, 114, 224, 224]",centr,1704075.0,"[107, 106, 10, 11]",53.0,,,
731,731,http://images.cocodataset.org/val2017/000000139099.jpg,"[221, 220, 224, 224]",top_L,1704075.0,"[0, 0, 10, 11]",53.0,,,
732,732,http://images.cocodataset.org/val2017/000000139099.jpg,"[7, 220, 224, 224]",top_R,1704075.0,"[214, 0, 10, 11]",53.0,,,
733,733,http://images.cocodataset.org/val2017/000000139099.jpg,"[221, 7, 224, 224]",bot_L,1704075.0,"[0, 213, 10, 11]",53.0,,,
734,734,http://images.cocodataset.org/val2017/000000139099.jpg,"[7, 7, 224, 224]",bot_R,1704075.0,"[214, 213, 10, 11]",53.0,,,
735,735,http://images.cocodataset.org/val2017/000000523100.jpg,"[170, 167, 224, 224]",centr,1704075.0,"[57, 63, 111, 98]",55.0,63.11032176017761,"[49, 56, 122, 105]",bowl
736,736,http://images.cocodataset.org/val2017/000000523100.jpg,"[227, 230, 224, 224]",top_L,1704075.0,"[0, 0, 111, 98]",55.0,,,
737,737,http://images.cocodataset.org/val2017/000000523100.jpg,"[114, 230, 224, 224]",top_R,1704075.0,"[113, 0, 111, 98]",55.0,,,
738,738,http://images.cocodataset.org/val2017/000000523100.jpg,"[227, 104, 224, 224]",bot_L,1704075.0,"[0, 126, 111, 98]",55.0,,,
739,739,http://images.cocodataset.org/val2017/000000523100.jpg,"[114, 104, 224, 224]",bot_R,1704075.0,"[113, 126, 111, 98]",55.0,,,
740,740,http://images.cocodataset.org/val2017/000000200839.jpg,"[138, 111, 224, 224]",centr,1704075.0,"[97, 91, 30, 42]",84.0,,,
741,741,http://images.cocodataset.org/val2017/000000200839.jpg,"[235, 202, 224, 224]",top_L,1704075.0,"[0, 0, 30, 42]",84.0,,,
742,742,http://images.cocodataset.org/val2017/000000200839.jpg,"[41, 202, 224, 224]",top_R,1704075.0,"[194, 0, 30, 42]",84.0,,,
743,743,http://images.cocodataset.org/val2017/000000200839.jpg,"[235, 20, 224, 224]",bot_L,1704075.0,"[0, 182, 30, 42]",84.0,,,
744,744,http://images.cocodataset.org/val2017/000000200839.jpg,"[41, 20, 224, 224]",bot_R,1704075.0,"[194, 182, 30, 42]",84.0,,,
745,745,http://images.cocodataset.org/val2017/000000200839.jpg,"[210, 106, 224, 224]",centr,1704075.0,"[93, 87, 37, 49]",84.0,,,
746,746,http://images.cocodataset.org/val2017/000000200839.jpg,"[303, 193, 224, 224]",top_L,1704075.0,"[0, 0, 37, 49]",84.0,,,
747,747,http://images.cocodataset.org/val2017/000000200839.jpg,"[116, 193, 224, 224]",top_R,1704075.0,"[187, 0, 37, 49]",84.0,,,
748,748,http://images.cocodataset.org/val2017/000000200839.jpg,"[303, 18, 224, 224]",bot_L,1704075.0,"[0, 175, 37, 49]",84.0,,,
749,749,http://images.cocodataset.org/val2017/000000200839.jpg,"[116, 18, 224, 224]",bot_R,1704075.0,"[187, 175, 37, 49]",84.0,,,
750,750,http://images.cocodataset.org/val2017/000000200839.jpg,"[272, 116, 224, 224]",centr,1704075.0,"[86, 79, 51, 66]",84.0,,,
751,751,http://images.cocodataset.org/val2017/000000200839.jpg,"[358, 195, 224, 224]",top_L,1704075.0,"[0, 0, 51, 66]",84.0,,,
752,752,http://images.cocodataset.org/val2017/000000200839.jpg,"[185, 195, 224, 224]",top_R,1704075.0,"[173, 0, 51, 66]",84.0,,,
753,753,http://images.cocodataset.org/val2017/000000200839.jpg,"[358, 37, 224, 224]",bot_L,1704075.0,"[0, 158, 51, 66]",84.0,,,
754,754,http://images.cocodataset.org/val2017/000000200839.jpg,"[185, 37, 224, 224]",bot_R,1704075.0,"[173, 158, 51, 66]",84.0,,,
755,755,http://images.cocodataset.org/val2017/000000200839.jpg,"[104, 144, 224, 224]",centr,1704075.0,"[93, 92, 37, 39]",84.0,,,
756,756,http://images.cocodataset.org/val2017/000000200839.jpg,"[197, 236, 224, 224]",top_L,1704075.0,"[0, 0, 37, 39]",84.0,,,
757,757,http://images.cocodataset.org/val2017/000000200839.jpg,"[10, 236, 224, 224]",top_R,1704075.0,"[187, 0, 37, 39]",84.0,,,
758,758,http://images.cocodataset.org/val2017/000000200839.jpg,"[197, 51, 224, 224]",bot_L,1704075.0,"[0, 185, 37, 39]",84.0,,,
759,759,http://images.cocodataset.org/val2017/000000200839.jpg,"[10, 51, 224, 224]",bot_R,1704075.0,"[187, 185, 37, 39]",84.0,,,
760,760,http://images.cocodataset.org/val2017/000000017379.jpg,"[128, 161, 224, 224]",centr,1704075.0,"[88, 72, 47, 80]",1.0,,,
761,761,http://images.cocodataset.org/val2017/000000017379.jpg,"[216, 233, 224, 224]",top_L,1704075.0,"[0, 0, 47, 80]",1.0,,,
762,762,http://images.cocodataset.org/val2017/000000017379.jpg,"[39, 233, 224, 224]",top_R,1704075.0,"[177, 0, 47, 80]",1.0,,,
763,763,http://images.cocodataset.org/val2017/000000017379.jpg,"[216, 89, 224, 224]",bot_L,1704075.0,"[0, 144, 47, 80]",1.0,,,
764,764,http://images.cocodataset.org/val2017/000000017379.jpg,"[39, 89, 224, 224]",bot_R,1704075.0,"[177, 144, 47, 80]",1.0,,,
765,765,http://images.cocodataset.org/val2017/000000087038.jpg,"[304, 136, 224, 224]",centr,1704075.0,"[104, 95, 17, 35]",1.0,83.74224901199341,"[109, 96, 12, 34]",person
766,766,http://images.cocodataset.org/val2017/000000087038.jpg,"[408, 231, 224, 224]",top_L,1704075.0,"[0, 0, 17, 35]",1.0,,,
767,767,http://images.cocodataset.org/val2017/000000087038.jpg,"[201, 231, 224, 224]",top_R,1704075.0,"[207, 0, 17, 35]",1.0,86.68050169944763,"[211, 0, 12, 33]",person
768,768,http://images.cocodataset.org/val2017/000000087038.jpg,"[408, 42, 224, 224]",bot_L,1704075.0,"[0, 189, 17, 35]",1.0,,,
769,769,http://images.cocodataset.org/val2017/000000087038.jpg,"[201, 42, 224, 224]",bot_R,1704075.0,"[207, 189, 17, 35]",1.0,88.35476040840149,"[212, 187, 11, 33]",person
770,770,http://images.cocodataset.org/val2017/000000577932.jpg,"[197, 116, 224, 224]",centr,1704075.0,"[101, 99, 22, 25]",1.0,80.37131428718567,"[101, 99, 23, 23]",person
771,771,http://images.cocodataset.org/val2017/000000577932.jpg,"[298, 215, 224, 224]",top_L,1704075.0,"[0, 0, 22, 25]",1.0,81.45024180412292,"[1, 1, 20, 24]",person
772,772,http://images.cocodataset.org/val2017/000000577932.jpg,"[96, 215, 224, 224]",top_R,1704075.0,"[202, 0, 22, 25]",1.0,80.0499975681305,"[202, 1, 19, 25]",person
773,773,http://images.cocodataset.org/val2017/000000577932.jpg,"[298, 16, 224, 224]",bot_L,1704075.0,"[0, 199, 22, 25]",1.0,66.63573980331421,"[0, 199, 24, 23]",person
774,774,http://images.cocodataset.org/val2017/000000577932.jpg,"[96, 16, 224, 224]",bot_R,1704075.0,"[202, 199, 22, 25]",1.0,,,
775,775,http://images.cocodataset.org/val2017/000000292997.jpg,"[259, 125, 224, 224]",centr,1704075.0,"[105, 103, 14, 18]",1.0,,,
776,776,http://images.cocodataset.org/val2017/000000292997.jpg,"[364, 228, 224, 224]",top_L,1704075.0,"[0, 0, 14, 18]",1.0,,,
777,777,http://images.cocodataset.org/val2017/000000292997.jpg,"[154, 228, 224, 224]",top_R,1704075.0,"[210, 0, 14, 18]",1.0,,,
778,778,http://images.cocodataset.org/val2017/000000292997.jpg,"[364, 22, 224, 224]",bot_L,1704075.0,"[0, 206, 14, 18]",1.0,,,
779,779,http://images.cocodataset.org/val2017/000000292997.jpg,"[154, 22, 224, 224]",bot_R,1704075.0,"[210, 206, 14, 18]",1.0,,,
